Title,Authors,Published,Summary,arXiv ID,URL
Equivariant Neural Networks for General Linear Symmetries on Lie Algebras,"Chankyo Kim, Sicheng Zhao, Minghan Zhu, Tzu-Yuan Lin, Maani Ghaffari",2025-10-27,"Encoding symmetries is a powerful inductive bias for improving the generalization of deep neural networks. However, most existing equivariant models are limited to simple symmetries like rotations, failing to address the broader class of general linear transformations, GL(n), that appear in many scientific domains. We introduce Reductive Lie Neurons (ReLNs), a novel neural network architecture exactly equivariant to these general linear symmetries. ReLNs are designed to operate directly on a wide range of structured inputs, including general n-by-n matrices. ReLNs introduce a novel adjoint-invariant bilinear layer to achieve stable equivariance for both Lie-algebraic features and matrix-valued inputs, without requiring redesign for each subgroup. This architecture overcomes the limitations of prior equivariant networks that only apply to compact groups or simple vector data. We validate ReLNs' versatility across a spectrum of tasks: they outperform existing methods on algebraic benchmarks with sl(3) and sp(4) symmetries and achieve competitive results on a Lorentz-equivariant particle physics task. In 3D drone state estimation with geometric uncertainty, ReLNs jointly process velocities and covariances, yielding significant improvements in trajectory accuracy. ReLNs provide a practical and general framework for learning with broad linear group symmetries on Lie algebras and matrix-valued data. Project page: https://reductive-lie-neuron.github.io/",2510.22984v1,http://arxiv.org/abs/2510.22984v1
Exploring Semantic-constrained Adversarial Example with Instruction Uncertainty Reduction,"Jin Hu, Jiakai Wang, Linna Jing, Haolin Li, Haodong Liu, Haotong Qin, Aishan Liu, Ke Xu, Xianglong Liu",2025-10-27,"Recently, semantically constrained adversarial examples (SemanticAE), which are directly generated from natural language instructions, have become a promising avenue for future research due to their flexible attacking forms. To generate SemanticAEs, current methods fall short of satisfactory attacking ability as the key underlying factors of semantic uncertainty in human instructions, such as referring diversity, descriptive incompleteness, and boundary ambiguity, have not been fully investigated. To tackle the issues, this paper develops a multi-dimensional instruction uncertainty reduction (InSUR) framework to generate more satisfactory SemanticAE, i.e., transferable, adaptive, and effective. Specifically, in the dimension of the sampling method, we propose the residual-driven attacking direction stabilization to alleviate the unstable adversarial optimization caused by the diversity of language references. By coarsely predicting the language-guided sampling process, the optimization process will be stabilized by the designed ResAdv-DDIM sampler, therefore releasing the transferable and robust adversarial capability of multi-step diffusion models. In task modeling, we propose the context-encoded attacking scenario constraint to supplement the missing knowledge from incomplete human instructions. Guidance masking and renderer integration are proposed to regulate the constraints of 2D/3D SemanticAE, activating stronger scenario-adapted attacks. Moreover, in the dimension of generator evaluation, we propose the semantic-abstracted attacking evaluation enhancement by clarifying the evaluation boundary, facilitating the development of more effective SemanticAE generators. Extensive experiments demonstrate the superiority of the transfer attack performance of InSUR. Moreover, we realize the reference-free generation of semantically constrained 3D adversarial examples for the first time.",2510.22981v1,http://arxiv.org/abs/2510.22981v1
How Muon's Spectral Design Benefits Generalization: A Study on Imbalanced Data,"Bhavya Vasudeva, Puneesh Deora, Yize Zhao, Vatsal Sharan, Christos Thrampoulidis",2025-10-27,"The growing adoption of spectrum-aware matrix-valued optimizers such as Muon and Shampoo in deep learning motivates a systematic study of their generalization properties and, in particular, when they might outperform competitive algorithms. We approach this question by introducing appropriate simplifying abstractions as follows: First, we use imbalanced data as a testbed. Second, we study the canonical form of such optimizers, which is Spectral Gradient Descent (SpecGD) -- each update step is $UV^T$ where $U\Sigma V^T$ is the truncated SVD of the gradient. Third, within this framework we identify a canonical setting for which we precisely quantify when SpecGD outperforms vanilla Euclidean GD. For a Gaussian mixture data model and both linear and bilinear models, we show that unlike GD, which prioritizes learning dominant principal components of the data first, SpecGD learns all principal components of the data at equal rates. We demonstrate how this translates to a growing gap in balanced accuracy favoring SpecGD early in training and further show that the gap remains consistent even when the GD counterpart uses adaptive step-sizes via normalization. By extending the analysis to deep linear models, we show that depth amplifies these effects. We empirically verify our theoretical findings on a variety of imbalanced datasets. Our experiments compare practical variants of spectral methods, like Muon and Shampoo, against their Euclidean counterparts and Adam. The results validate our findings that these spectral optimizers achieve superior generalization by promoting a more balanced learning of the data's underlying components.",2510.22980v1,http://arxiv.org/abs/2510.22980v1
VoMP: Predicting Volumetric Mechanical Property Fields,"Rishit Dagli, Donglai Xiang, Vismay Modi, Charles Loop, Clement Fuji Tsang, Anka He Chen, Anita Hu, Gavriel State, David I. W. Levin, Maria Shugrina",2025-10-27,"Physical simulation relies on spatially-varying mechanical properties, often laboriously hand-crafted. VoMP is a feed-forward method trained to predict Young's modulus ($E$), Poisson's ratio ($\nu$), and density ($\rho$) throughout the volume of 3D objects, in any representation that can be rendered and voxelized. VoMP aggregates per-voxel multi-view features and passes them to our trained Geometry Transformer to predict per-voxel material latent codes. These latents reside on a manifold of physically plausible materials, which we learn from a real-world dataset, guaranteeing the validity of decoded per-voxel materials. To obtain object-level training data, we propose an annotation pipeline combining knowledge from segmented 3D datasets, material databases, and a vision-language model, along with a new benchmark. Experiments show that VoMP estimates accurate volumetric properties, far outperforming prior art in accuracy and speed.",2510.22975v1,http://arxiv.org/abs/2510.22975v1
Scaling Up Occupancy-centric Driving Scene Generation: Dataset and Method,"Bohan Li, Xin Jin, Hu Zhu, Hongsi Liu, Ruikai Li, Jiazhe Guo, Kaiwen Cai, Chao Ma, Yueming Jin, Hao Zhao, Xiaokang Yang, Wenjun Zeng",2025-10-27,"Driving scene generation is a critical domain for autonomous driving, enabling downstream applications, including perception and planning evaluation. Occupancy-centric methods have recently achieved state-of-the-art results by offering consistent conditioning across frames and modalities; however, their performance heavily depends on annotated occupancy data, which still remains scarce. To overcome this limitation, we curate Nuplan-Occ, the largest semantic occupancy dataset to date, constructed from the widely used Nuplan benchmark. Its scale and diversity facilitate not only large-scale generative modeling but also autonomous driving downstream applications. Based on this dataset, we develop a unified framework that jointly synthesizes high-quality semantic occupancy, multi-view videos, and LiDAR point clouds. Our approach incorporates a spatio-temporal disentangled architecture to support high-fidelity spatial expansion and temporal forecasting of 4D dynamic occupancy. To bridge modal gaps, we further propose two novel techniques: a Gaussian splatting-based sparse point map rendering strategy that enhances multi-view video generation, and a sensor-aware embedding strategy that explicitly models LiDAR sensor properties for realistic multi-LiDAR simulation. Extensive experiments demonstrate that our method achieves superior generation fidelity and scalability compared to existing approaches, and validates its practical value in downstream tasks. Repo: https://github.com/Arlo0o/UniScene-Unified-Occupancy-centric-Driving-Scene-Generation/tree/v2",2510.22973v1,http://arxiv.org/abs/2510.22973v1
End-to-End Design and Validation of a Low-Cost Stewart Platform with Nonlinear Estimation and Control,"Benedictus C. G. Cinun, Tua A. Tamba, Immanuel R. Santjoko, Xiaofeng Wang, Michael A. Gunarso, Bin Hu",2025-10-27,"This paper presents the complete design, control, and experimental validation of a low-cost Stewart platform prototype developed as an affordable yet capable robotic testbed for research and education. The platform combines off the shelf components with 3D printed and custom fabricated parts to deliver full six degrees of freedom motions using six linear actuators connecting a moving platform to a fixed base. The system software integrates dynamic modeling, data acquisition, and real time control within a unified framework. A robust trajectory tracking controller based on feedback linearization, augmented with an LQR scheme, compensates for the platform's nonlinear dynamics to achieve precise motion control. In parallel, an Extended Kalman Filter fuses IMU and actuator encoder feedback to provide accurate and reliable state estimation under sensor noise and external disturbances. Unlike prior efforts that emphasize only isolated aspects such as modeling or control, this work delivers a complete hardware-software platform validated through both simulation and experiments on static and dynamic trajectories. Results demonstrate effective trajectory tracking and real-time state estimation, highlighting the platform's potential as a cost effective and versatile tool for advanced research and educational applications.",2510.22949v1,http://arxiv.org/abs/2510.22949v1
Positional Preservation Embedding for Multimodal Large Language Models,"Mouxiao Huang, Borui Jiang, Dehua Zheng, Hailin Hu, Kai Han, Xinghao Chen",2025-10-27,"Multimodal large language models (MLLMs) have achieved strong performance on vision-language tasks, yet often suffer from inefficiencies due to redundant visual tokens. Existing token merging methods reduce sequence length but frequently disrupt spatial layouts and temporal continuity by disregarding positional relationships. In this work, we propose a novel encoding operator dubbed as \textbf{P}ositional \textbf{P}reservation \textbf{E}mbedding (\textbf{PPE}), which has the main hallmark of preservation of spatiotemporal structure during visual token compression. PPE explicitly introduces the disentangled encoding of 3D positions in the token dimension, enabling each compressed token to encapsulate different positions from multiple original tokens. Furthermore, we show that PPE can effectively support cascade clustering -- a progressive token compression strategy that leads to better performance retention. PPE is a parameter-free and generic operator that can be seamlessly integrated into existing token merging methods without any adjustments. Applied to state-of-the-art token merging framework, PPE achieves consistent improvements of $2\%\sim5\%$ across multiple vision-language benchmarks, including MMBench (general vision understanding), TextVQA (layout understanding) and VideoMME (temporal understanding). These results demonstrate that preserving positional cues is critical for efficient and effective MLLM reasoning.",2510.22936v1,http://arxiv.org/abs/2510.22936v1
A parametric study of the broadband shock-associated noise in supersonic jets via semi-empirical modeling,"Binhong Li, Benshuai Lyu",2025-10-27,"A semi-empirical model is developed in this paper to predict the broadband shock-associated noise (BBSAN) generated by shock-instability interaction (SII) in imperfectly expanded supersonic jets. The model makes use of a semi-empirically modified Pack's model that accounts for the decay in both shock amplitude and shock spacing and a Gaussian wave-packet model for the instability waves. The near-field pressure perturbation due to the SII is treated as a boundary value for the Helmholtz equation, which is subsequently solved to predict the far-field acoustic spectra and directivity patterns. A comprehensive parametric study is conducted to reveal the effects of the key parameters on the acoustic spectral and directivity features. It is found that decreasing the instability-wave decay rate narrows the spectral bandwidth and the major lobes in directivity patterns, while variations in shock spacing shift the spectral peak frequency and the major radiation angle. Mechanisms of such changes are discussed based on the model. Further validation against multiple experimental datasets demonstrates that incorporating more realistic parameters in the model-particularly those accounting for the shock spacing and amplitude decays-considerably improves its prediction accuracy and physical consistency. The improved model successfully reproduces several key spectral features observed in experiments; these include, for example, the peak frequency and the tendency of bandwidth contradiction as the observer angle increases. Moreover, the predicted directivity patterns closely match the experiments outside the shallow-angle region dominated by jet mixing noise. In particular, it captures the major radiation lobes and their frequency-dependent amplitude and shape variations.",2510.22935v1,http://arxiv.org/abs/2510.22935v1
Gen-LangSplat: Generalized Language Gaussian Splatting with Pre-Trained Feature Compression,Pranav Saxena,2025-10-27,"Modeling open-vocabulary language fields in 3D is essential for intuitive human-AI interaction and querying within physical environments. State-of-the-art approaches, such as LangSplat, leverage 3D Gaussian Splatting to efficiently construct these language fields, encoding features distilled from high-dimensional models like CLIP. However, this efficiency is currently offset by the requirement to train a scene-specific language autoencoder for feature compression, introducing a costly, per-scene optimization bottleneck that hinders deployment scalability. In this work, we introduce Gen-LangSplat, that eliminates this requirement by replacing the scene-wise autoencoder with a generalized autoencoder, pre-trained extensively on the large-scale ScanNet dataset. This architectural shift enables the use of a fixed, compact latent space for language features across any new scene without any scene-specific training. By removing this dependency, our entire language field construction process achieves a efficiency boost while delivering querying performance comparable to, or exceeding, the original LangSplat method. To validate our design choice, we perform a thorough ablation study empirically determining the optimal latent embedding dimension and quantifying representational fidelity using Mean Squared Error and cosine similarity between the original and reprojected 512-dimensional CLIP embeddings. Our results demonstrate that generalized embeddings can efficiently and accurately support open-vocabulary querying in novel 3D scenes, paving the way for scalable, real-time interactive 3D AI applications.",2510.22930v1,http://arxiv.org/abs/2510.22930v1
Control of Valence Electron Motion in Xe Cation Using Stimulated Raman Adiabatic Passage Technique,"Miguel Alarcón, Karl Hauser, Nikolay V. Golubev",2025-10-26,"This work theoretically investigates possibilities of using the Stimulated Raman Adiabatic Passage (STIRAP) and its variants to control a coherent superposition of quantum states. We present a generalization of the so-called fractional STIRAP (f-STIRAP), demonstrating precise control over the mixing ratio of quantum states in the wave packet. In contrast to conventional f-STIRAP, designed to drive a system from an eigenstate into a coherent superposition, our scheme enables arbitrary control over the composition of an already existing superposition state. We demonstrate that an approximate version of this technique -- where analytically designed laser pulses with composite envelopes are replaced by simple Gaussian pulses -- achieves comparable performance in controlling the dynamics of the wave packet. A limiting case of this scheme, utilizing two pulses with identical Gaussians envelopes and tuned delay and relative phase, is also explored, revealing experimentally accessible pathways for manipulating quantum coherence. We apply our developed techniques to control the ultrafast charge migration in the spin-orbit split ground electronic states of xenon cation via intermediate valence- and core-excited states. Finally, we propose concrete experimental realizations of the developed control schemes in combination with attosecond transient absorption spectroscopy as a method to probe the system.",2510.22875v1,http://arxiv.org/abs/2510.22875v1
Region-Adaptive Learned Hierarchical Encoding for 3D Gaussian Splatting Data,"Shashank N. Sridhara, Birendra Kathariya, Fangjun Pu, Peng Yin, Eduardo Pavez, Antonio Ortega",2025-10-26,"We introduce Region-Adaptive Learned Hierarchical Encoding (RALHE) for 3D Gaussian Splatting (3DGS) data. While 3DGS has recently become popular for novel view synthesis, the size of trained models limits its deployment in bandwidth-constrained applications such as volumetric media streaming. To address this, we propose a learned hierarchical latent representation that builds upon the principles of ""overfitted"" learned image compression (e.g., Cool-Chic and C3) to efficiently encode 3DGS attributes. Unlike images, 3DGS data have irregular spatial distributions of Gaussians (geometry) and consist of multiple attributes (signals) defined on the irregular geometry. Our codec is designed to account for these differences between images and 3DGS. Specifically, we leverage the octree structure of the voxelized 3DGS geometry to obtain a hierarchical multi-resolution representation. Our approach overfits latents to each Gaussian attribute under a global rate constraint. These latents are decoded independently through a lightweight decoder network. To estimate the bitrate during training, we employ an autoregressive probability model that leverages octree-derived contexts from the 3D point structure. The multi-resolution latents, decoder, and autoregressive entropy coding networks are jointly optimized for each Gaussian attribute. Experiments demonstrate that the proposed RALHE compression framework achieves a rendering PSNR gain of up to 2dB at low bitrates (less than 1 MB) compared to the baseline 3DGS compression methods.",2510.22812v1,http://arxiv.org/abs/2510.22812v1
Propagation of Velocity Moments for the Magnetized Vlasov-Poisson System with Space-Time Dependent Magnetic Fields,"Immanuel Ben Porat, Antoine Gagnebin, Mikaela Iacobelli, Jonathan Junné",2025-10-26,"We prove that polynomial velocity moments of solutions to the 2D magnetized Vlasov-Poisson system and the 3D magnetized screened Vlasov-Poisson equation remain finite for all times, provided they are finite initially, even when the external magnetic field $B=B(t,x)$ is space-time dependent. We deduce propagation of regularity, thereby implying the existence of global classical solutions. Moreover, we prove optimal stability estimates in the kinetic-Wasserstein distance on par with the unmagnetised case.",2510.22753v1,http://arxiv.org/abs/2510.22753v1
SCAL for Pinch-Lifting: Complementary Rotational and Linear Prototypes for Environment-Adaptive Grasping,"Wentao Guo, Wenzeng Zhang",2025-10-26,"This paper presents environment-adaptive pinch-lifting built on a slot-constrained adaptive linkage (SCAL) and instantiated in two complementary fingers: SCAL-R, a rotational-drive design with an active fingertip that folds inward after contact to form an envelope, and SCAL-L, a linear-drive design that passively opens on contact to span wide or weak-feature objects. Both fingers convert surface following into an upward lifting branch while maintaining fingertip orientation, enabling thin or low-profile targets to be raised from supports with minimal sensing and control. Two-finger grippers are fabricated via PLA-based 3D printing. Experiments evaluate (i) contact-preserving sliding and pinch-lifting on tabletops, (ii) ramp negotiation followed by lift, and (iii) handling of bulky objects via active enveloping (SCAL-R) or contact-triggered passive opening (SCAL-L). Across dozens of trials on small parts, boxes, jars, and tape rolls, both designs achieve consistent grasps with limited tuning. A quasi-static analysis provides closed-form fingertip-force models for linear parallel pinching and two-point enveloping, offering geometry-aware guidance for design and operation. Overall, the results indicate complementary operating regimes and a practical path to robust, environment-adaptive grasping with simple actuation.",2510.22738v1,http://arxiv.org/abs/2510.22738v1
Centrum: Model-based Database Auto-tuning with Minimal Distributional Assumptions,"Yuanhao Lai, Pengfei Zheng, Chenpeng Ji, Yan Li, Songhan Zhang, Rutao Zhang, Zhengang Wang, Yunfei Du",2025-10-26,"Gaussian-Process-based Bayesian optimization (GP-BO), is a prevailing model-based framework for DBMS auto-tuning. However, recent work shows GP-BO-based DBMS auto-tuners significantly outperformed auto-tuners based on SMAC, which features random forest surrogate models; such results motivate us to rethink and investigate the limitations of GP-BO in auto-tuner design. We find the fundamental assumptions of GP-BO are widely violated when modeling and optimizing DBMS performance, while tree-ensemble-BOs (e.g., SMAC) can avoid the assumption pitfalls and deliver improved tuning efficiency and effectiveness. Moreover, we argue that existing tree-ensemble-BOs restrict further advancement in DBMS auto-tuning. First, existing tree-ensemble-BOs can only achieve distribution-free point estimates, but still impose unrealistic distributional assumptions on uncertainty estimates, compromising surrogate modeling and distort the acquisition function. Second, recent advances in gradient boosting, which can further enhance surrogate modeling against vanilla GP and random forest counterparts, have rarely been applied in optimizing DBMS auto-tuners. To address these issues, we propose a novel model-based DBMS auto-tuner, Centrum. Centrum improves distribution-free point and interval estimation in surrogate modeling with a two-phase learning procedure of stochastic gradient boosting ensembles. Moreover, Centrum adopts a generalized SGBE-estimated locally-adaptive conformal prediction to facilitate a distribution-free uncertainty estimation and acquisition function. To our knowledge, Centrum is the first auto-tuner to realize distribution-freeness, enhancing BO's practicality in DBMS auto-tuning, and the first to seamlessly fuse gradient boosting ensembles and conformal inference in BO. Extensive physical and simulation experiments on two DBMSs and three workloads show Centrum outperforms 21 SOTA methods.",2510.22734v1,http://arxiv.org/abs/2510.22734v1
Reducing Ion Heating in Quantum Computing: A Novel 3D-Printed Micro Ion Trap with Skeleton Structure,"Chon-Teng Belmiro Chu, Hao-Chung Chen, Ting Hsu, Hsiang-Yu Lo, Ming-Shien Chang, Guin-Dar Lin",2025-10-26,"Electric-field-induced ion heating is a major obstacle in scalable trapped-ion quantum computing. We present a theoretical study of a novel 3D-printed ion trap with a skeleton electrode structure, designed to reduce heating by minimizing surface area near the ion. Compared to a conventional blade trap with identical confinement parameters, the skeleton trap achieves over 50% reduction in total heating rate. Patch-by-patch analysis reveals that heating is dominated by surfaces within 500 {\mu}m of the ion. For axial motion, the peak heating occurs approximately 110 {\mu}m away due to electric field directionality. We demonstrate that minor geometric optimization, in which the electrode gaps are realigned with these hotspots, can further suppress heating despite the associated increase in surface area. A linear relationship between ion-to-electrode distance and peak heating location is also established. These results highlight the potential of 3D-printed electrode designs for achieving both strong confinement and reduced noise in future quantum systems.",2510.22725v1,http://arxiv.org/abs/2510.22725v1
Testing Copula Hypothesis with Copula Entropy,Jian Ma,2025-10-26,Testing copula hypothesis is of fundamental importance in the applications of copula theory. In this paper we proposed a copula hypothesis testing with copula entropy. Since copula entropy is a unified theory in probability and therefore testing copula hypothesis based on it can be applied to any types of copula function. The test statistic is defined as the difference of copula entropy of copula hypothesis and true copula entropy. We propose the estimation method of the proposed statistic and two special cases for Gaussian copula hypothesis and Gumbel copula hypothesis. We test the effectiveness of the proposed method with simulation experiments.,2510.22722v1,http://arxiv.org/abs/2510.22722v1
Edge Collaborative Gaussian Splatting with Integrated Rendering and Communication,"Yujie Wan, Chenxuan Liu, Shuai Wang, Tong Zhang, James Jianqiao Yu, Kejiang Ye, Dusit Niyato, Chengzhong Xu",2025-10-26,"Gaussian splatting (GS) struggles with degraded rendering quality on low-cost devices. To address this issue, we present edge collaborative GS (ECO-GS), where each user can switch between a local small GS model to guarantee timeliness and a remote large GS model to guarantee fidelity. However, deciding how to engage the large GS model is nontrivial, due to the interdependency between rendering requirements and resource conditions. To this end, we propose integrated rendering and communication (IRAC), which jointly optimizes collaboration status (i.e., deciding whether to engage large GS) and edge power allocation (i.e., enabling remote rendering) under communication constraints across different users by minimizing a newly-derived GS switching function. Despite the nonconvexity of the problem, we propose an efficient penalty majorization minimization (PMM) algorithm to obtain the critical point solution. Furthermore, we develop an imitation learning optimization (ILO) algorithm, which reduces the computational time by over 100x compared to PMM. Experiments demonstrate the superiority of PMM and the real-time execution capability of ILO.",2510.22718v1,http://arxiv.org/abs/2510.22718v1
Identification of Causal Direction under an Arbitrary Number of Latent Confounders,"Wei Chen, Linjun Peng, Zhiyi Huang, Haoyue Dai, Zhifeng Hao, Ruichu Cai, Kun Zhang",2025-10-26,"Recovering causal structure in the presence of latent variables is an important but challenging task. While many methods have been proposed to handle it, most of them require strict and/or untestable assumptions on the causal structure. In real-world scenarios, observed variables may be affected by multiple latent variables simultaneously, which, generally speaking, cannot be handled by these methods. In this paper, we consider the linear, non-Gaussian case, and make use of the joint higher-order cumulant matrix of the observed variables constructed in a specific way. We show that, surprisingly, causal asymmetry between two observed variables can be directly seen from the rank deficiency properties of such higher-order cumulant matrices, even in the presence of an arbitrary number of latent confounders. Identifiability results are established, and the corresponding identification methods do not even involve iterative procedures. Experimental results demonstrate the effectiveness and asymptotic correctness of our proposed method.",2510.22711v1,http://arxiv.org/abs/2510.22711v1
IGGT: Instance-Grounded Geometry Transformer for Semantic 3D Reconstruction,"Hao Li, Zhengyu Zou, Fangfu Liu, Xuanyang Zhang, Fangzhou Hong, Yukang Cao, Yushi Lan, Manyuan Zhang, Gang Yu, Dingwen Zhang, Ziwei Liu",2025-10-26,"Humans naturally perceive the geometric structure and semantic content of a 3D world as intertwined dimensions, enabling coherent and accurate understanding of complex scenes. However, most prior approaches prioritize training large geometry models for low-level 3D reconstruction and treat high-level spatial understanding in isolation, overlooking the crucial interplay between these two fundamental aspects of 3D-scene analysis, thereby limiting generalization and leading to poor performance in downstream 3D understanding tasks. Recent attempts have mitigated this issue by simply aligning 3D models with specific language models, thus restricting perception to the aligned model's capacity and limiting adaptability to downstream tasks. In this paper, we propose InstanceGrounded Geometry Transformer (IGGT), an end-to-end large unified transformer to unify the knowledge for both spatial reconstruction and instance-level contextual understanding. Specifically, we design a 3D-Consistent Contrastive Learning strategy that guides IGGT to encode a unified representation with geometric structures and instance-grounded clustering through only 2D visual inputs. This representation supports consistent lifting of 2D visual inputs into a coherent 3D scene with explicitly distinct object instances. To facilitate this task, we further construct InsScene-15K, a large-scale dataset with high-quality RGB images, poses, depth maps, and 3D-consistent instance-level mask annotations with a novel data curation pipeline.",2510.22706v1,http://arxiv.org/abs/2510.22706v1
Gaussian fluctuations in mean field stable matchings,"Daniel Ahlberg, Maria Deijfen, Tiffany Y. Y. Lo",2025-10-26,"Two sets of objects of size $n$ are to be matched to each other based on i.i.d. costs associated to every pair of objects. Objects prefer to be matched as cheaply as possible, and a matching is said to be stable if there is no pair of objects that would prefer to match to each other rather than to their current partners. Properties of such matchings are analysed for cost distributions with a density $\rho$ satisfying $\rho(x)/(dx^{d-1})\to 1$ as $x\to 0^+$, where the number $d$ is known as the pseudo-dimension. For $d>0$, the typical matching cost is shown to be of order $n^{-1/d}$, with an explicit distributional limit. For $d>1$ the total matching cost is shown to be of order $n^{1-1/d}$, and to obey a law of large numbers. For $d>2$ the fluctuations of the total matching cost are shown to be of order $n^{1/2-1/d}$, and to obey a central limit theorem.",2510.22701v1,http://arxiv.org/abs/2510.22701v1
RL-AVIST: Reinforcement Learning for Autonomous Visual Inspection of Space Targets,"Matteo El-Hariry, Andrej Orsula, Matthieu Geist, Miguel Olivares-Mendez",2025-10-26,"The growing need for autonomous on-orbit services such as inspection, maintenance, and situational awareness calls for intelligent spacecraft capable of complex maneuvers around large orbital targets. Traditional control systems often fall short in adaptability, especially under model uncertainties, multi-spacecraft configurations, or dynamically evolving mission contexts. This paper introduces RL-AVIST, a Reinforcement Learning framework for Autonomous Visual Inspection of Space Targets. Leveraging the Space Robotics Bench (SRB), we simulate high-fidelity 6-DOF spacecraft dynamics and train agents using DreamerV3, a state-of-the-art model-based RL algorithm, with PPO and TD3 as model-free baselines. Our investigation focuses on 3D proximity maneuvering tasks around targets such as the Lunar Gateway and other space assets. We evaluate task performance under two complementary regimes: generalized agents trained on randomized velocity vectors, and specialized agents trained to follow fixed trajectories emulating known inspection orbits. Furthermore, we assess the robustness and generalization of policies across multiple spacecraft morphologies and mission domains. Results demonstrate that model-based RL offers promising capabilities in trajectory fidelity, and sample efficiency, paving the way for scalable, retrainable control solutions for future space operations",2510.22699v1,http://arxiv.org/abs/2510.22699v1
SRP-PHAT-NET: A Reliability-Driven DNN for Reverberant Speaker Localization,"Bar Shaybet, Vladimir Tourbabin, Boaz Rafaely",2025-10-26,"Accurate Direction-of-Arrival (DOA) estimation in reverberant environments remains a fundamental challenge for spatial audio applications. While deep learning methods have shown strong performance in such conditions, they typically lack a mechanism to assess the reliability of their predictions - an essential feature for real-world deployment. In this work, we present the SRP-PHAT-NET, a deep neural network framework that leverages SRP-PHAT directional maps as spatial features and introduces a built-in reliability estimation. To enable meaningful reliability scoring, the model is trained using Gaussian-weighted labels centered around the true direction. We systematically analyze the influence of label smoothing on accuracy and reliability, demonstrating that the choice of Gaussian kernel width can be tuned to application-specific requirements. Experimental results show that selectively using high-confidence predictions yields significantly improved localization accuracy, highlighting the practical benefits of integrating reliability into deep learning-based DOA estimation.",2510.22682v1,http://arxiv.org/abs/2510.22682v1
Look and Tell: A Dataset for Multimodal Grounding Across Egocentric and Exocentric Views,"Anna Deichler, Jonas Beskow",2025-10-26,"We introduce Look and Tell, a multimodal dataset for studying referential communication across egocentric and exocentric perspectives. Using Meta Project Aria smart glasses and stationary cameras, we recorded synchronized gaze, speech, and video as 25 participants instructed a partner to identify ingredients in a kitchen. Combined with 3D scene reconstructions, this setup provides a benchmark for evaluating how different spatial representations (2D vs. 3D; ego vs. exo) affect multimodal grounding. The dataset contains 3.67 hours of recordings, including 2,707 richly annotated referential expressions, and is designed to advance the development of embodied agents that can understand and engage in situated dialogue.",2510.22672v1,http://arxiv.org/abs/2510.22672v1
LVD-GS: Gaussian Splatting SLAM for Dynamic Scenes via Hierarchical Explicit-Implicit Representation Collaboration Rendering,"Wenkai Zhu, Xu Li, Qimin Xu, Benwu Wang, Kun Wei, Yiming Peng, Zihang Wang",2025-10-26,"3D Gaussian Splatting SLAM has emerged as a widely used technique for high-fidelity mapping in spatial intelligence. However, existing methods often rely on a single representation scheme, which limits their performance in large-scale dynamic outdoor scenes and leads to cumulative pose errors and scale ambiguity. To address these challenges, we propose \textbf{LVD-GS}, a novel LiDAR-Visual 3D Gaussian Splatting SLAM system. Motivated by the human chain-of-thought process for information seeking, we introduce a hierarchical collaborative representation module that facilitates mutual reinforcement for mapping optimization, effectively mitigating scale drift and enhancing reconstruction robustness. Furthermore, to effectively eliminate the influence of dynamic objects, we propose a joint dynamic modeling module that generates fine-grained dynamic masks by fusing open-world segmentation with implicit residual constraints, guided by uncertainty estimates from DINO-Depth features. Extensive evaluations on KITTI, nuScenes, and self-collected datasets demonstrate that our approach achieves state-of-the-art performance compared to existing methods.",2510.22669v1,http://arxiv.org/abs/2510.22669v1
"The Gravitational Aspect of Information: The Physical Reality of Asymmetric ""Distance""","Tomoi Koide, Armin van de Venn",2025-10-26,"We demonstrate that when a Brownian bridge is physically constrained to be canonical, its time evolution becomes identical to an m-geodesic on the statistical manifold of Gaussian distributions. This finding provides strong evidence that, akin to general relativity where free particles follow geodesics, purely random processes also follow ``straight lines"" defined by the geometry of information. This geometric principle is a direct consequence of the dually flat structure inherent to information geometry, originating from the asymmetry of informational ``distance"" (divergence) leading to the violation of metric compatibility. Our results suggest a geometric foundation for randomness and open the door to an equivalence principle for information.",2510.22664v1,http://arxiv.org/abs/2510.22664v1
Data-driven dimensionally decomposed generalized polynomial chaos expansion for forward uncertainty quantification,"Hojun Choi, Eunho Heo, Dongjin Lee",2025-10-26,"Dimensionally decomposed generalized polynomial chaos expansion (DD-GPCE) efficiently performs forward uncertainty quantification (UQ) in complex engineering systems with high-dimensional random inputs of arbitrary distributions. However, constructing the measure-consistent orthonormal polynomial bases in DD-GPCE requires prior knowledge of input distributions, which is often unavailable in practice. This work introduces a data-driven DD-GPCE method that eliminates the need for such prior knowledge, extending its applicability to UQ with high-dimensional inputs. Input distributions are inferred directly from sample data using smoothed-bootstrap kernel density estimation (KDE), while the DD-GPCE framework enables KDE to handle high-dimensional inputs through low-dimensional marginal estimation. We then use the estimated input distributions to perform a whitening transformation via Monte Carlo Simulation, which enables generation of measure-consistent orthonormal basis functions. We demonstrate the accuracy of the proposed method in both mathematical examples and stochastic dynamic analysis for a practical three-dimensional mobility design involving twenty random inputs. The results indicate that the proposed method produces more accurate estimates of the output mean and variance compared to the conventional data-driven approach that assumes Gaussian input distributions.",2510.22642v1,http://arxiv.org/abs/2510.22642v1
